,Unnamed: 0,Name,所属日期,股票名称,股票代码,50周价格水平,当日涨幅,当月涨幅,调入状态,推荐家数,所属行业,市值,推荐机构,推荐逻辑,流通市值(亿元),date,ticker_1,新进
415,415,2020年12月金股.xlsx,2020/12/1,"保利地产
SH600048",SH600048,0.097,-0.0131,-0.0813,近2个月首推,3,房地产,大市值,东莞证券,,,2020-12-01,A600048,1
417,417,2020年12月金股.xlsx,2020/12/1,"云南铜业
SZ000878",SZ000878,0.5229,0.0035,-0.1182,近12个月首推,1,有色金属,中市值,东莞证券,,,2020-12-01,A000878,1
419,419,2020年12月金股.xlsx,2020/12/1,"完美世界
SZ002624",SZ002624,0.108,-0.032,0.0946,近2个月首推,2,传媒,中市值,国元证券,,,2020-12-01,A002624,1
421,421,2020年12月金股.xlsx,2020/12/1,"晶盛机电
SZ300316",SZ300316,0.8052,-0.0298,0.0728,近3个月首推,1,电气设备,中市值,国元证券,,,2020-12-01,A300316,1
422,422,2020年12月金股.xlsx,2020/12/1,"天坛生物
SH600161",SH600161,0.1561,-0.0396,0.0491,近12个月首推,2,医药生物,中市值,国元证券,,,2020-12-01,A600161,1
423,423,2020年12月金股.xlsx,2020/12/1,"华 润 微
科688396",科688396,0.5632,-0.028,0.0161,近2个月首推,3,电子,小市值,国元证券,,,2020-12-01,A688396,1
424,424,2020年12月金股.xlsx,2020/12/1,"杭可科技
科688006",科688006,0.7401,0.0142,0.4816,近2个月首推,1,机械设备,小市值,东吴证券,,,2020-12-01,A688006,1
428,428,2020年12月金股.xlsx,2020/12/1,"三七互娱
SZ002555",SZ002555,0.135,-0.0347,0.1952,近2个月首推,1,传媒,中市值,东吴证券,,,2020-12-01,A002555,1
433,433,2020年12月金股.xlsx,2020/12/1,"建设银行
SH601939",SH601939,0.6258,0.0072,-0.1217,近12个月首推,1,银行,中市值,东吴证券,,,2020-12-01,A601939,1
436,436,2020年12月金股.xlsx,2020/12/1,"拓普集团
SH601689",SH601689,0.3965,0.0766,0.1781,近3个月首推,1,汽车,中市值,中信证券,,,2020-12-01,A601689,1
439,439,2020年12月金股.xlsx,2020/12/1,"金石资源
SH603505",SH603505,0.3582,-0.0164,0.0942,近4个月首推,2,采掘,小市值,中信证券,,,2020-12-01,A603505,1
442,442,2020年12月金股.xlsx,2020/12/1,"宝丰能源
SH600989",SH600989,0.5116,-0.0276,-0.0707,近2个月首推,2,化工,中市值,中信证券,,,2020-12-01,A600989,1
445,445,2020年12月金股.xlsx,2020/12/1,"横店影视
SH603103",SH603103,0.2354,-0.0113,0.0778,近3个月首推,1,传媒,小市值,山西证券,,,2020-12-01,A603103,1
447,447,2020年12月金股.xlsx,2020/12/1,"华 润 微
科688396",科688396,0.5632,-0.028,0.0161,近2个月首推,3,电子,小市值,山西证券,,,2020-12-01,A688396,1
449,449,2020年12月金股.xlsx,2020/12/1,"法兰泰克
SH603966",SH603966,0.2524,-0.0016,0.0118,近12个月首推,1,机械设备,小市值,山西证券,,,2020-12-01,A603966,1
452,452,2020年12月金股.xlsx,2020/12/1,"招商蛇口
SZ001979",SZ001979,0.0464,-0.0193,-0.0935,近12个月首推,1,房地产,中市值,山西证券,,,2020-12-01,A001979,1
453,453,2020年12月金股.xlsx,2020/12/1,"万和电气
SZ002543",SZ002543,0.1506,-0.0089,-0.0992,近12个月首推,1,家用电器,小市值,山西证券,,,2020-12-01,A002543,1
455,455,2020年12月金股.xlsx,2020/12/1,青岛啤酒\nSH600600,SH600600,0.8568,0.0113,0.1523,近4个月首推,3,食品饮料,中市值,申港证券,,,2020-12-01,A600600,1
456,456,2020年12月金股.xlsx,2020/12/1,克来机电\nSH603960,SH603960,0.2118,0.0145,0.1351,近10个月首推,1,机械设备,小市值,申港证券,,,2020-12-01,A603960,1
457,457,2020年12月金股.xlsx,2020/12/1,绿叶制药\nHK02186,HK02186,0.5029,-0.0187,0.1144,近12个月首推,1,港股,小市值,申港证券,,,2020-12-01,AK02186,1
459,459,2020年12月金股.xlsx,2020/12/1,赣锋锂业\nSZ002460,SZ002460,0.7043,0.026,0.0856,近2个月首推,2,有色金属,大市值,申港证券,,,2020-12-01,A002460,1
460,460,2020年12月金股.xlsx,2020/12/1,中科创达\nSZ300496,SZ300496,0.8777,-0.0129,0.08,近4个月首推,3,计算机,中市值,申港证券,,,2020-12-01,A300496,1
461,461,2020年12月金股.xlsx,2020/12/1,湘 油 泵\nSH603319,SH603319,0.3919,0.0024,0.055,近12个月首推,1,汽车,小市值,申港证券,,,2020-12-01,A603319,1
462,462,2020年12月金股.xlsx,2020/12/1,山东威达\nSZ002026,SZ002026,0.8902,0.0097,0.036,近8个月首推,1,机械设备,小市值,申港证券,,,2020-12-01,A002026,1
466,466,2020年12月金股.xlsx,2020/12/1,特变电工\nSH600089,SH600089,0.644,-0.0009,-0.0487,近2个月首推,2,电气设备,中市值,申港证券,,,2020-12-01,A600089,1
467,467,2020年12月金股.xlsx,2020/12/1,金辉控股\nHK09993,HK09993,0.2818,0.0091,-0.0596,近12个月首推,1,港股,小市值,申港证券,,,2020-12-01,AK09993,1
468,468,2020年12月金股.xlsx,2020/12/1,宝丰能源\nSH600989,SH600989,0.5116,0.0,-0.0712,近2个月首推,1,化工,中市值,申港证券,,,2020-12-01,A600989,1
470,470,2020年12月金股.xlsx,2020/12/1,快手-W\nHK01024,HK01024,0.0087,0.0,-0.238,近12个月首推,1,港股,小市值,申港证券,,,2020-12-01,AK01024,1
471,471,2020年12月金股.xlsx,2020/12/1,百亚股份\nSZ003006,SZ003006,0.927,-0.0136,0.1462,近12个月首推,1,轻工制造,小市值,德邦证券,,,2020-12-01,A003006,1
472,472,2020年12月金股.xlsx,2020/12/1,雅克科技\nSZ002409,SZ002409,0.7546,0.0037,0.1424,近10个月首推,1,电子,中市值,德邦证券,,,2020-12-01,A002409,1
474,474,2020年12月金股.xlsx,2020/12/1,山东赫达\nSZ002810,SZ002810,0.9458,-0.0144,0.1329,近2个月首推,1,化工,小市值,德邦证券,,,2020-12-01,A002810,1
475,475,2020年12月金股.xlsx,2020/12/1,火 星 人\nSZ300894,SZ300894,0.7503,0.0057,0.122,近12个月首推,1,家用电器,小市值,德邦证券,,,2020-12-01,A300894,1
476,476,2020年12月金股.xlsx,2020/12/1,国瓷材料\nSZ300285,SZ300285,0.7316,0.0362,0.0693,近3个月首推,2,化工,中市值,德邦证券,,,2020-12-01,A300285,1
478,478,2020年12月金股.xlsx,2020/12/1,绝味食品\nSH603517,SH603517,0.4754,0.0062,0.0014,近3个月首推,2,食品饮料,中市值,德邦证券,,,2020-12-01,A603517,1
479,479,2020年12月金股.xlsx,2020/12/1,苏 博 特\nSH603916,SH603916,0.3748,-0.0062,-0.0933,近4个月首推,3,化工,小市值,德邦证券,,,2020-12-01,A603916,1
480,480,2020年12月金股.xlsx,2020/12/1,长阳科技\n科688299,科688299,0.265,-0.0144,-0.0986,近7个月首推,1,电子,小市值,德邦证券,,,2020-12-01,A688299,1
484,484,2020年12月金股.xlsx,2020/12/1,中控技术\n科688777,科688777,0.3218,0.0221,0.0577,近4个月首推,1,电气设备,小市值,国泰君安,,,2020-12-01,A688777,1
487,487,2020年12月金股.xlsx,2020/12/1,中钢国际\nSZ000928,SZ000928,0.6884,-0.0204,0.0086,近12个月首推,1,建筑装饰,小市值,国泰君安,,,2020-12-01,A000928,1
496,496,202104金股.xlsx,2021/4/1,"金山办公
科688111",科688111,0.155,0.0423,0.0321,近2个月首推,2,计算机,小市值,西南证券,1. B端：1）大B市场：公司深耕B端客户价值，凭借协作战略打开业务天花板、做厚现有头部B端客户收入。正版化及国产化替代双趋势驱动下，公司凭借自身产品优势有望持续受益。2）小B市场：针对垂直行业做行业特有的中小型办公软件，这块真空市场未来有望给WPS带来全新增量。 2. C端：付费用户数增长强劲（2020年同比增长63.2%），MAU持续提升（2020年同比增长15.3%），云化趋势下公司授权业务有望持续高增长。 股价催化剂：一季度业绩超预期,0.0,2021-04-01,A688111,1
497,497,202104金股.xlsx,2021/4/1,"江山欧派
SH603208",SH603208,0.4203,-0.0236,0.0185,近8个月首推,1,轻工制造,小市值,西南证券,1、今年精装率恢复上行，预计精装套数增长30%，对精装持续性无需担忧； 2、公司品类扩张逻辑持续，入户门、防火门顺利投产，柜类快速放量，增长空间广阔； 3、新客户开拓成效显著，大客户占比显著降低，现金流无虞。公司指引未来三年净利润复合增速30%+，目前对应PE18倍，PEG 0.6倍，配置价值较高。 股价催化剂：一季度业绩超预期。,122.55,2021-04-01,A603208,1
499,499,202104金股.xlsx,2021/4/1,"兔 宝 宝
SZ002043",SZ002043,0.3982,-0.0028,-0.024,近12个月首推,1,建筑材料,小市值,西南证券,兔宝宝的核心竞争力是在板材行业具备强大的品牌力和根深蒂固的环保健康理念，兔宝宝板材基本意味着同类产品的最高品质。兔宝宝21年最大的弹性和未来的长期逻辑在于兔宝宝易装业务，兔宝宝易装属于定制家具赛道，公司依靠兔宝宝板材的强大竞争力和市场认可度，通过整合全国富余的家具加工产能（加工中心）、拓展具备设计和服务思维的易装经销商（经销商主打40-50平米的社区店），实现定制家具赛道的快速切入和发展。定制产品使用兔宝宝高质量环保板材是易装目前最大的竞争力，且与欧派、索菲亚等定制巨头具备明显差异化，品牌起点高，消费端存在刚需。21年将是易装业务快速发展的一年，长期成长能力也较强。21年预期公司6亿利润，22年约8亿利润，对应目前PE水平为14X和11X，是消费建材零售赛道少有的低估值标的，公司近期3亿元回购股份注销，自身认可程度也较高，看21年估值提升至22X以上，目标空间50%以上。 股价催化剂：业绩高增长。,82.05,2021-04-01,A002043,1
500,500,202104金股.xlsx,2021/4/1,"中材科技
SZ002080",SZ002080,0.5137,-0.0134,-0.0498,近3个月首推,1,化工,中市值,西南证券,1、玻纤：玻纤价格仍在上涨通道，中材科技旗下泰山玻纤作为行业龙头，成本持续降低叠加产品高端化使得公司有望持续保持超越行业平均水平的增速和利润率，进而有望带动利润和估值的持续提升。 2、叶片：2020年陆风抢装后中材叶片还存在海风增量和海外增量，同时，叶片大型化为必然趋势，中材叶片在此领域优势强，市场份额有望持续提升。 3、隔膜：公司目前已是CATL的主要供应商，海外LG、SK、ATL批量供货且持续扩大份额，锂膜业务正处于出货量、利润、估值的三重拐点，2025年目标30%以上市占率，兼具长期空间和短期弹性。 股价催化剂：业绩、扩产计划。,376.74,2021-04-01,A002080,1
502,502,202104金股.xlsx,2021/4/1,"长海股份
SZ300196",SZ300196,0.6056,0.0293,0.1999,近4个月首推,1,化工,小市值,东兴证券,行业差异化发展阶段的一匹黑马,71.03,2021-04-01,A300196,1
503,503,202104金股.xlsx,2021/4/1,"同道猎聘
HK06100",HK06100,0.8704,-0.0352,0.1895,近12个月首推,1,港股,小市值,东兴证券,人服平台已具雏形，加速发展可期,0.0,2021-04-01,AK06100,1
505,505,202104金股.xlsx,2021/4/1,"科前生物
科688526",科688526,0.601,-0.0329,0.1374,近12个月首推,1,农林牧渔,小市值,东兴证券,伪狂龙头蓄势待发，三位一体打造强劲竞争力,0.0,2021-04-01,A688526,1
506,506,202104金股.xlsx,2021/4/1,"广汽集团
SH601238",SH601238,0.2728,0.0074,0.0607,近3个月首推,1,汽车,中市值,东兴证券,广汽自主蓄势待发，“两田”稳增长?,768.65,2021-04-01,A601238,1
507,507,202104金股.xlsx,2021/4/1,"国检集团
SH603060",SH603060,0.5263,0.024,-0.0264,近2个月首推,1,综合,小市值,东兴证券,检测多元化布局推进，碳排放领域具备先发优势,102.5,2021-04-01,A603060,1
514,514,202104金股.xlsx,2021/4/1,"人福医药
SH600079",SH600079,0.5464,-0.0146,0.0549,近3个月首推,1,医药生物,中市值,国联证券,1、人福主要产品为麻醉镇痛药，该细分赛道具备很高的进入壁垒，同时产品价格稳定，集采时代优势明显；2、约10%手术量自然增长带动麻醉药品需求。3、顺应舒适化、微创化的要求，手术室外的应用，如内镜诊断治疗、分娩镇痛等，渗透率不断提升。4、新品瑞马唑仑对丙泊酚的替代，丙泊酚此前为静脉麻醉使用最广泛的品种,446.05,2021-04-01,A600079,1
517,517,202104金股.xlsx,2021/4/1,"星 期 六
SZ002291",SZ002291,0.168,0.0074,-0.0853,近5个月首推,2,纺织服装,小市值,国联证券,公司19年通过收购遥望网络全面转型互联网零售新业态，遥望网络已跻身头部MCN机构，红人储备丰富，是快手核心服务商。当前直播电商行业仍处于高景气度，红利期持续，预计遥望全年实现高增长，GMV有望将达到百亿体量。,99.62,2021-04-01,A002291,1
519,519,202104金股.xlsx,2021/4/1,"风华高科
SZ000636",SZ000636,0.2084,-0.0112,-0.095,近4个月首推,2,电子,中市值,国联证券,全球电子产业步入复苏周期，MLCC高景气。需求端MLCC需求持续增长且短期出现部分供不应求，5G手机、新能源车等是需求新增长点。供给端为保障供应链稳定国产替代稳步推进。公司新增月产 56 亿只MLCC技改项目 20Q4 起逐步贡献业绩，月产450亿只MLCC项目加速推进，一期有望年中投产，280电阻加速推进。公司作为国内被动元器件覆盖品类最广、技术最先进龙头企业具备领先优势，且产能提升国内第一。公司治理的改善叠加产能提升，把握国产替代机遇，开启公司高成长周期。,255.32,2021-04-01,A000636,1
521,521,202104金股.xlsx,2021/4/1,"中教控股
HK00839",HK00839,0.8031,0.0713,0.3705,近12个月首推,1,港股,小市值,浙商证券,外延并购带来扩张成长性，成长驱动将迎估值业绩双升 1、 民办高教绝对龙头，专升本学额持续扩张，内生增长高确定性。公司为港股最大民办高教集团，旗下学校 13 所， 其中高等教育分部 7 所，职业教育分部 4 所，国际教育分部 2 所。20/21 学年在校生人数 23.8 万。20-21 年国家 专升本持续扩招，21 年专升本规模将达 62.4 万人。公司旗下广州松田、泉城学院 21 年专升本学额分别增 340%/17%， 学额增长高确定性。 2、 转设逐步落地，持续释放利润超预期。21 年 1 月 12 日-13 日公司旗下四川、广东两所学校公告获批独立学院转 设，山东学校预计将于 21 年 9 月完成转设，三校原管理费水平分别为 8%/18%/20%，计提一次性分手费后，管理 费剔除将持续释放利润，且转设后学额、利润有望提升，释放增长空间。 3、 外延并购能力卓越，财年新学校并表确定性增厚业绩。公司上市以来公告收购 9 所学校，分别为 5 所高教，3 所 职业教育学校，1 所国际学校，每年并购约 2-3 所学校。20 年 9 月海经院、海经院附属艺术学院并表，20/21 学 年将分别贡献在校生 4.4 万 /1500 人，预计贡献利润增量 1.6-1.7 亿元。,0.0,2021-04-01,AK00839,1
523,523,202104金股.xlsx,2021/4/1,"迎驾贡酒
SH603198",SH603198,0.6255,0.0277,0.1163,近12个月首推,2,食品饮料,中市值,浙商证券,结构稳步提升，高端洞藏表现或超预期 1、 短期看，20 年利润表现或超预期。短期来看，我们预计公司 2020 年受疫情影响，收入或呈负增长，但受益于高端 产品洞藏表现较好，利润端增速或有超预期表现。 2、 中长期看，高端洞藏发展或超预期。中长期看，我们认为公司未来超预期点在于高端洞藏发展超预期：1）目前洞 藏体量约为 10 亿元左右，当前洞 6/洞 9 继续快速放量，未来洞 16/洞 20 有望接棒发力，预计未来 3-5 年收入占 比或达 50%；2）公司主流价位带品牌忠诚度较低，在行业格局稳定性偏弱的背景下，洞藏有望实现突围；3）洞藏 发展基础较为稳固，目前已在安徽部分省份收获较为亮眼的成绩单，比如在六安市占率遥遥领先，同时在合肥市 场也获得迅速增长。 3、 紧抓板块结构性机会，关注高成长中小市值酒企。我们认为短期白酒风格或在于成长性高、机构持仓偏低的中小 市值酒企，从短期具备弹性&中长期亦具业绩支撑角度看，建议关注迎驾贡酒。,306.4,2021-04-01,A603198,1
525,525,202104金股.xlsx,2021/4/1,"深 信 服
SZ300454",SZ300454,0.5826,0.007,0.1066,近2个月首推,2,计算机,中市值,浙商证券,云计算、网安业务有望超预期 1、 云业务：加速之年，捷报频传。2020 年，深信服云计算战略升级：从超融合承载业务向数据中心全面云化升级。 2021 年是公司云计算加速之年。目前，信服云在金融等领域不断落地。据公司微信公众号信息：1）信服云是深信 服旗下的云计算品牌，目前已经为超过 10000 家客户提供了数字化转型的服务，特别在金融行业，信服云已经为 民生银行、招商基金、国信证券、国泰君安证券、海通期货、华泰期货、中国农业再保险、出口信用保险等众多用 户提供了丰富的数据中心云化解决方案。 2)信服云将在 3 年内投入 5 亿资金，携手云计算产业多方生态伙伴，共 同打造深度融合的产品、解决方案与服务，构建开放共赢、联合创新的应用生态圈、基础软件生态圈和硬件平台 生态圈。 2、 网安业务：景气度高，竞争力强。数字经济、企业数字化转型大背景下，网络安全已成为企业业务开展的内在需 求。同时，去年疫情影响导致网络安全需求后移，自 2020Q4 以来持续高景气。深信服竞争力强，多款产品如防火 墙、应用交付等市占率高。IDC 数据：2020 年 Q4 深信服应用交付 AD 以 28.24%的市占率位列第一。国际第三方安 全研究和评测机构 CyberRatings.org 发布了“2021 年企业防火墙+SSL/TLS 产品评级”，深信服以最高排名获得 AAA 评级，是国内唯一获得评级的厂商。 3、 向中大客户进一步拓展，业务进展有望超预期。公司客户结构从中小向中大客户进一步拓展，云计算、网络安全 等业务落地进展未来有望超预期。近几年来，随着公司持续高研发投入和业务拓展，产品性能、公司综合实力、 品牌及市场影响力进一步提升。例如，据公司官方微信公众号信息，深信服 AD 在安全性、稳定性与高效等方面， 经受住了五大行的严苛考验，应用于双活数据中心，承载网银业务等核心系统，最长稳定运行 2051 天 5 时 39 分。 截至目前，深信服已连续推出网银 SSL 卸载、IPv6 改造、双活数据中心等解决方案，并与中国人民银行、中国工 商银行、中国银行、交通银行等多家银行展开深入合作。云计算方面，信服云业务分别在国开行、国泰君安、博时 基金、招商基金等金融行业大机构落地。,579.97,2021-04-01,A300454,1
527,527,202104金股.xlsx,2021/4/1,"徐工机械
SZ000425",SZ000425,0.6628,0.0099,-0.058,近9个月首推,2,机械设备,中市值,浙商证券,大股东混改收官：整体上市、效率提升值得期待！ 1、 大股东混改收官，组建新一届董事会：大股东徐工有限混改顺利收官，新一届董事会产生。2020 年 9 月徐工 有限混改签约完成，2021 年 3 月徐工有限组建了新一届董事会、监事会。 2、 体外资产徐工有限：挖掘机、塔机市占率均居国内第二：1）预计挖掘机 2020 年收入 200-240 亿，市占率约 为 16%，仅次于三一重工的 28%。2）塔机收入规模仅次于中联，2020 收入规模约为 50 亿，约为中联重科的 50%，市场占有率约为 20%。 3、 盈利能力提升空间大：上市公司 2020 收入约为 692 亿：上市公司主要资产为起重机，市场份额国内第一。 目前 ROE、销售净利率显著低于三一、中联，改善空间大。2020 年前三季度毛利率和净利率分别为 18%和 5%， 分别低于三一 30%和 17%、中联 29%和 13%。未来公司有望在产品结构优化、成本费用控制、定价策略、利润 释放等多方面改善盈利能力。 4、 工程机械行业高景气持续：此前我们上调 2021 年挖掘机行业增速（从 10%上调至 15%）、混凝土机械行业增 速（从 20%上调至 25%）。CME 预估 3 月挖机销量达 7.2 万台（+46%）；1-3 月预计累计销量 12 万台（+75%）。 在 4-12 月挖掘机销量同比零增长的假定下，2021 年同比增长 16% 。1-2 月工程机械全线高增长。1-2 月汽 车起重机同比增长 83%；纳入统计的十二类工程机械产品合计同比增长 117%。 5、 工程机械中国龙头有望走向全球龙头：工程机械是当下中国的优势产业，中国公司将在全球取得竞争优势。 在当下技术进步相对缓慢的中技术产业，中国公司能依赖规模经济、产业链优势、运营效率优势击败对手， 取得全球龙头地位。,495.27,2021-04-01,A000425,1
